"","num_dataset","AUC","Model_Type"
"1",1,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"2",2,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"3",3,0.937142857142857,"RSA_WCN_SS_Mean_Score"
"4",4,0.93168880455408,"RSA_WCN_SS_Mean_Score"
"5",5,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"6",6,0.955882352941177,"RSA_WCN_SS_Mean_Score"
"7",7,0.941013824884793,"RSA_WCN_SS_Mean_Score"
"8",8,0.930392156862745,"RSA_WCN_SS_Mean_Score"
"9",9,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"10",10,0.955882352941177,"RSA_WCN_SS_Mean_Score"
