"","num_dataset","AUC","Model_Type"
"1",1,0.952941176470588,"RSA_WCN_SS_Mean_Score"
"2",2,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"3",3,0.933640552995392,"RSA_WCN_SS_Mean_Score"
"4",4,0.959803921568627,"RSA_WCN_SS_Mean_Score"
"5",5,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"6",6,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"7",7,0.943809523809524,"RSA_WCN_SS_Mean_Score"
"8",8,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"9",9,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"10",10,0.950664136622391,"RSA_WCN_SS_Mean_Score"
