"","num_dataset","AUC","Model_Type"
"1",1,0.910599078341014,"WCN_Mean_Score"
"2",2,0.913725490196078,"WCN_Mean_Score"
"3",3,0.911764705882353,"WCN_Mean_Score"
"4",4,0.909867172675522,"WCN_Mean_Score"
"5",5,0.907020872865275,"WCN_Mean_Score"
"6",6,0.891840607210626,"WCN_Mean_Score"
"7",7,0.906666666666667,"WCN_Mean_Score"
"8",8,0.904901960784314,"WCN_Mean_Score"
"9",9,0.929791271347249,"WCN_Mean_Score"
"10",10,0.930392156862745,"WCN_Mean_Score"
