"","num_dataset","AUC","Model_Type"
"1",1,0.956862745098039,"RSA_WCN_SS_Mean_Score"
"2",2,0.956356736242884,"RSA_WCN_SS_Mean_Score"
"3",3,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"4",4,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"5",5,0.954901960784314,"RSA_WCN_SS_Mean_Score"
"6",6,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"7",7,0.927188940092166,"RSA_WCN_SS_Mean_Score"
"8",8,0.932352941176471,"RSA_WCN_SS_Mean_Score"
"9",9,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"10",10,0.948387096774194,"RSA_WCN_SS_Mean_Score"
