"","num_dataset","AUC","Model_Type"
"1",1,0.943778801843318,"RSA_WCN_SS_Mean_Score"
"2",2,0.950980392156863,"RSA_WCN_SS_Mean_Score"
"3",3,0.934535104364326,"RSA_WCN_SS_Mean_Score"
"4",4,0.948039215686274,"RSA_WCN_SS_Mean_Score"
"5",5,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"6",6,0.938248847926267,"RSA_WCN_SS_Mean_Score"
"7",7,0.944117647058824,"RSA_WCN_SS_Mean_Score"
"8",8,0.947817836812144,"RSA_WCN_SS_Mean_Score"
"9",9,0.933333333333333,"RSA_WCN_SS_Mean_Score"
"10",10,0.947817836812144,"RSA_WCN_SS_Mean_Score"
