"","num_dataset","AUC","Model_Type"
"1",1,0.850094876660342,"SS_Mean_Score"
"2",2,0.856862745098039,"SS_Mean_Score"
"3",3,0.882352941176471,"SS_Mean_Score"
"4",4,0.851992409867173,"SS_Mean_Score"
"5",5,0.852534562211982,"SS_Mean_Score"
"6",6,0.845098039215686,"SS_Mean_Score"
"7",7,0.853889943074004,"SS_Mean_Score"
"8",8,0.83921568627451,"SS_Mean_Score"
"9",9,0.82843137254902,"SS_Mean_Score"
"10",10,0.849769585253456,"SS_Mean_Score"
