"","num_dataset","AUC","Model_Type"
"1",1,0.929791271347249,"RSA_WCN_SS_Mean_Score"
"2",2,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"3",3,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"4",4,0.931372549019608,"RSA_WCN_SS_Mean_Score"
"5",5,0.945098039215686,"RSA_WCN_SS_Mean_Score"
"6",6,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"7",7,0.957142857142857,"RSA_WCN_SS_Mean_Score"
"8",8,0.950664136622391,"RSA_WCN_SS_Mean_Score"
"9",9,0.927893738140417,"RSA_WCN_SS_Mean_Score"
"10",10,0.95852534562212,"RSA_WCN_SS_Mean_Score"
