"","num_dataset","AUC","Model_Type"
"1",1,0.772296015180266,"RSA"
"2",2,0.731797235023042,"RSA"
"3",3,0.676470588235294,"RSA"
"4",4,0.732447817836812,"RSA"
"5",5,0.741935483870968,"RSA"
"6",6,0.728571428571429,"RSA"
"7",7,0.753320683111954,"RSA"
"8",8,0.783681214421252,"RSA"
"9",9,0.774509803921569,"RSA"
"10",10,0.764705882352941,"RSA"
