"","num_dataset","AUC","Model_Type"
"1",1,0.947465437788018,"RSA_WCN_SS_Mean_Score"
"2",2,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"3",3,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"4",4,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"5",5,0.93921568627451,"RSA_WCN_SS_Mean_Score"
"6",6,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"7",7,0.941935483870968,"RSA_WCN_SS_Mean_Score"
"8",8,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"9",9,0.958823529411765,"RSA_WCN_SS_Mean_Score"
"10",10,0.94022770398482,"RSA_WCN_SS_Mean_Score"
