"","num_dataset","AUC","Model_Type"
"1",1,0.943137254901961,"RSA_WCN_SS_Mean_Score"
"2",2,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"3",3,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"4",4,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"5",5,0.9573055028463,"RSA_WCN_SS_Mean_Score"
"6",6,0.931428571428571,"RSA_WCN_SS_Mean_Score"
"7",7,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"8",8,0.933333333333333,"RSA_WCN_SS_Mean_Score"
"9",9,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"10",10,0.93168880455408,"RSA_WCN_SS_Mean_Score"
