"","num_dataset","AUC","Model_Type"
"1",1,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"2",2,0.931372549019608,"RSA_WCN_SS_Mean_Score"
"3",3,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"4",4,0.951152073732719,"RSA_WCN_SS_Mean_Score"
"5",5,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"6",6,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"7",7,0.932718894009217,"RSA_WCN_SS_Mean_Score"
"8",8,0.92843137254902,"RSA_WCN_SS_Mean_Score"
"9",9,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"10",10,0.956862745098039,"RSA_WCN_SS_Mean_Score"
