"","num_dataset","AUC","Model_Type"
"1",1,0.922201138519924,"RSA_WCN"
"2",2,0.907619047619048,"RSA_WCN"
"3",3,0.904174573055028,"RSA_WCN"
"4",4,0.911764705882353,"RSA_WCN"
"5",5,0.919354838709677,"RSA_WCN"
"6",6,0.904147465437788,"RSA_WCN"
"7",7,0.929411764705882,"RSA_WCN"
"8",8,0.880392156862745,"RSA_WCN"
"9",9,0.884313725490196,"RSA_WCN"
"10",10,0.90607210626186,"RSA_WCN"
