"","num_dataset","AUC","Model_Type"
"1",1,0.953917050691244,"RSA_WCN_SS_Mean_Score"
"2",2,0.964895635673624,"RSA_WCN_SS_Mean_Score"
"3",3,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"4",4,0.950980392156863,"RSA_WCN_SS_Mean_Score"
"5",5,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"6",6,0.930392156862745,"RSA_WCN_SS_Mean_Score"
"7",7,0.940196078431373,"RSA_WCN_SS_Mean_Score"
"8",8,0.945098039215686,"RSA_WCN_SS_Mean_Score"
"9",9,0.929791271347249,"RSA_WCN_SS_Mean_Score"
"10",10,0.932718894009217,"RSA_WCN_SS_Mean_Score"
