"","num_dataset","AUC","Model_Type"
"1",1,0.934562211981567,"RSA_WCN_SS_Mean_Score"
"2",2,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"3",3,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"4",4,0.944117647058824,"RSA_WCN_SS_Mean_Score"
"5",5,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"6",6,0.952941176470588,"RSA_WCN_SS_Mean_Score"
"7",7,0.945098039215686,"RSA_WCN_SS_Mean_Score"
"8",8,0.955882352941177,"RSA_WCN_SS_Mean_Score"
"9",9,0.933586337760911,"RSA_WCN_SS_Mean_Score"
"10",10,0.937327188940092,"RSA_WCN_SS_Mean_Score"
