"","num_dataset","AUC","Model_Type"
"1",1,0.929411764705882,"RSA_WCN_SS_Mean_Score"
"2",2,0.951152073732719,"RSA_WCN_SS_Mean_Score"
"3",3,0.937254901960784,"RSA_WCN_SS_Mean_Score"
"4",4,0.950664136622391,"RSA_WCN_SS_Mean_Score"
"5",5,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"6",6,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"7",7,0.940196078431373,"RSA_WCN_SS_Mean_Score"
"8",8,0.96078431372549,"RSA_WCN_SS_Mean_Score"
"9",9,0.950230414746544,"RSA_WCN_SS_Mean_Score"
"10",10,0.932637571157495,"RSA_WCN_SS_Mean_Score"
