"","num_dataset","AUC","Model_Type"
"1",1,0.927450980392157,"RSA_WCN_SS_Mean_Score"
"2",2,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"3",3,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"4",4,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"5",5,0.950230414746544,"RSA_WCN_SS_Mean_Score"
"6",6,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"7",7,0.948039215686274,"RSA_WCN_SS_Mean_Score"
"8",8,0.947058823529412,"RSA_WCN_SS_Mean_Score"
"9",9,0.954459203036053,"RSA_WCN_SS_Mean_Score"
"10",10,0.941013824884793,"RSA_WCN_SS_Mean_Score"
