"","num_dataset","AUC","Model_Type"
"1",1,0.956356736242884,"RSA_WCN_SS_Mean_Score"
"2",2,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"3",3,0.947817836812144,"RSA_WCN_SS_Mean_Score"
"4",4,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"5",5,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"6",6,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"7",7,0.952380952380952,"RSA_WCN_SS_Mean_Score"
"8",8,0.930875576036866,"RSA_WCN_SS_Mean_Score"
"9",9,0.943137254901961,"RSA_WCN_SS_Mean_Score"
"10",10,0.943074003795066,"RSA_WCN_SS_Mean_Score"
