"","num_dataset","AUC","Model_Type"
"1",1,0.937142857142857,"RSA_WCN_SS_Mean_Score"
"2",2,0.933586337760911,"RSA_WCN_SS_Mean_Score"
"3",3,0.946078431372549,"RSA_WCN_SS_Mean_Score"
"4",4,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"5",5,0.961904761904762,"RSA_WCN_SS_Mean_Score"
"6",6,0.960151802656547,"RSA_WCN_SS_Mean_Score"
"7",7,0.933333333333333,"RSA_WCN_SS_Mean_Score"
"8",8,0.934535104364326,"RSA_WCN_SS_Mean_Score"
"9",9,0.953510436432638,"RSA_WCN_SS_Mean_Score"
"10",10,0.926944971537002,"RSA_WCN_SS_Mean_Score"
