"","num_dataset","AUC","Model_Type"
"1",1,0.93921568627451,"RSA_WCN_SS_Mean_Score"
"2",2,0.959447004608295,"RSA_WCN_SS_Mean_Score"
"3",3,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"4",4,0.96078431372549,"RSA_WCN_SS_Mean_Score"
"5",5,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"6",6,0.930875576036866,"RSA_WCN_SS_Mean_Score"
"7",7,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"8",8,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"9",9,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"10",10,0.947058823529412,"RSA_WCN_SS_Mean_Score"
