"","num_dataset","AUC","Model_Type"
"1",1,0.923529411764706,"RSA_WCN_SS_Mean_Score"
"2",2,0.96,"RSA_WCN_SS_Mean_Score"
"3",3,0.928842504743833,"RSA_WCN_SS_Mean_Score"
"4",4,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"5",5,0.950980392156863,"RSA_WCN_SS_Mean_Score"
"6",6,0.947465437788018,"RSA_WCN_SS_Mean_Score"
"7",7,0.933586337760911,"RSA_WCN_SS_Mean_Score"
"8",8,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"9",9,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"10",10,0.954459203036053,"RSA_WCN_SS_Mean_Score"
