"","num_dataset","AUC","Model_Type"
"1",1,0.845351043643264,"Mean_Score"
"2",2,0.827450980392157,"Mean_Score"
"3",3,0.882352941176471,"Mean_Score"
"4",4,0.809297912713473,"Mean_Score"
"5",5,0.863594470046083,"Mean_Score"
"6",6,0.82843137254902,"Mean_Score"
"7",7,0.812144212523719,"Mean_Score"
"8",8,0.806666666666667,"Mean_Score"
"9",9,0.806862745098039,"Mean_Score"
"10",10,0.804554079696395,"Mean_Score"
