"","num_dataset","AUC","Model_Type"
"1",1,0.93168880455408,"RSA_WCN_SS_Mean_Score"
"2",2,0.943778801843318,"RSA_WCN_SS_Mean_Score"
"3",3,0.956356736242884,"RSA_WCN_SS_Mean_Score"
"4",4,0.953921568627451,"RSA_WCN_SS_Mean_Score"
"5",5,0.954901960784314,"RSA_WCN_SS_Mean_Score"
"6",6,0.944700460829493,"RSA_WCN_SS_Mean_Score"
"7",7,0.931372549019608,"RSA_WCN_SS_Mean_Score"
"8",8,0.934535104364326,"RSA_WCN_SS_Mean_Score"
"9",9,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"10",10,0.929411764705882,"RSA_WCN_SS_Mean_Score"
