"","num_dataset","AUC","Model_Type"
"1",1,0.934313725490196,"RSA_WCN_SS_Mean_Score"
"2",2,0.957843137254902,"RSA_WCN_SS_Mean_Score"
"3",3,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"4",4,0.933586337760911,"RSA_WCN_SS_Mean_Score"
"5",5,0.941013824884793,"RSA_WCN_SS_Mean_Score"
"6",6,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"7",7,0.961764705882353,"RSA_WCN_SS_Mean_Score"
"8",8,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"9",9,0.931797235023041,"RSA_WCN_SS_Mean_Score"
"10",10,0.948039215686274,"RSA_WCN_SS_Mean_Score"
