"","num_dataset","AUC","Model_Type"
"1",1,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"2",2,0.946078431372549,"RSA_WCN_SS_Mean_Score"
"3",3,0.964705882352941,"RSA_WCN_SS_Mean_Score"
"4",4,0.931372549019608,"RSA_WCN_SS_Mean_Score"
"5",5,0.926944971537002,"RSA_WCN_SS_Mean_Score"
"6",6,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"7",7,0.945622119815668,"RSA_WCN_SS_Mean_Score"
"8",8,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"9",9,0.946869070208729,"RSA_WCN_SS_Mean_Score"
"10",10,0.94,"RSA_WCN_SS_Mean_Score"
