"","num_dataset","AUC","Model_Type"
"1",1,0.930392156862745,"RSA_WCN_SS_Mean_Score"
"2",2,0.948039215686274,"RSA_WCN_SS_Mean_Score"
"3",3,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"4",4,0.948387096774194,"RSA_WCN_SS_Mean_Score"
"5",5,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"6",6,0.95,"RSA_WCN_SS_Mean_Score"
"7",7,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"8",8,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"9",9,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"10",10,0.953917050691244,"RSA_WCN_SS_Mean_Score"
