"","num_dataset","AUC","Model_Type"
"1",1,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"2",2,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"3",3,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"4",4,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"5",5,0.953333333333333,"RSA_WCN_SS_Mean_Score"
"6",6,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"7",7,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"8",8,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"9",9,0.930392156862745,"RSA_WCN_SS_Mean_Score"
"10",10,0.937254901960784,"RSA_WCN_SS_Mean_Score"
