"","num_dataset","AUC","Model_Type"
"1",1,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"2",2,0.946666666666667,"RSA_WCN_SS_Mean_Score"
"3",3,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"4",4,0.977450980392157,"RSA_WCN_SS_Mean_Score"
"5",5,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"6",6,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"7",7,0.939047619047619,"RSA_WCN_SS_Mean_Score"
"8",8,0.928842504743833,"RSA_WCN_SS_Mean_Score"
"9",9,0.929411764705882,"RSA_WCN_SS_Mean_Score"
"10",10,0.9573055028463,"RSA_WCN_SS_Mean_Score"
