"","num_dataset","AUC","Model_Type"
"1",1,0.93921568627451,"RSA_WCN_SS_Mean_Score"
"2",2,0.92952380952381,"RSA_WCN_SS_Mean_Score"
"3",3,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"4",4,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"5",5,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"6",6,0.96078431372549,"RSA_WCN_SS_Mean_Score"
"7",7,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"8",8,0.944700460829493,"RSA_WCN_SS_Mean_Score"
"9",9,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"10",10,0.930392156862745,"RSA_WCN_SS_Mean_Score"
