"","num_dataset","AUC","Model_Type"
"1",1,0.869070208728653,"WCN_SS"
"2",2,0.88,"WCN_SS"
"3",3,0.856862745098039,"WCN_SS"
"4",4,0.85673624288425,"WCN_SS"
"5",5,0.856862745098039,"WCN_SS"
"6",6,0.834914611005693,"WCN_SS"
"7",7,0.879506641366224,"WCN_SS"
"8",8,0.861480075901328,"WCN_SS"
"9",9,0.897058823529412,"WCN_SS"
"10",10,0.870046082949309,"WCN_SS"
