"","num_dataset","AUC","Model_Type"
"1",1,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"2",2,0.947817836812144,"RSA_WCN_SS_Mean_Score"
"3",3,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"4",4,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"5",5,0.943809523809524,"RSA_WCN_SS_Mean_Score"
"6",6,0.953917050691244,"RSA_WCN_SS_Mean_Score"
"7",7,0.947817836812144,"RSA_WCN_SS_Mean_Score"
"8",8,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"9",9,0.932352941176471,"RSA_WCN_SS_Mean_Score"
"10",10,0.941176470588235,"RSA_WCN_SS_Mean_Score"
