"","num_dataset","AUC","Model_Type"
"1",1,0.87156862745098,"RSA_Mean_Score"
"2",2,0.864326375711575,"RSA_Mean_Score"
"3",3,0.863725490196078,"RSA_Mean_Score"
"4",4,0.899019607843137,"RSA_Mean_Score"
"5",5,0.86527514231499,"RSA_Mean_Score"
"6",6,0.850691244239631,"RSA_Mean_Score"
"7",7,0.885199240986717,"RSA_Mean_Score"
"8",8,0.899019607843137,"RSA_Mean_Score"
"9",9,0.875711574952562,"RSA_Mean_Score"
"10",10,0.884792626728111,"RSA_Mean_Score"
