"","num_dataset","AUC","Model_Type"
"1",1,0.928842504743833,"RSA_WCN_SS_Mean_Score"
"2",2,0.942857142857143,"RSA_WCN_SS_Mean_Score"
"3",3,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"4",4,0.945098039215686,"RSA_WCN_SS_Mean_Score"
"5",5,0.947817836812144,"RSA_WCN_SS_Mean_Score"
"6",6,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"7",7,0.942857142857143,"RSA_WCN_SS_Mean_Score"
"8",8,0.949019607843137,"RSA_WCN_SS_Mean_Score"
"9",9,0.956862745098039,"RSA_WCN_SS_Mean_Score"
"10",10,0.94022770398482,"RSA_WCN_SS_Mean_Score"
