"","num_dataset","AUC","Model_Type"
"1",1,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"2",2,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"3",3,0.947465437788018,"RSA_WCN_SS_Mean_Score"
"4",4,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"5",5,0.954901960784314,"RSA_WCN_SS_Mean_Score"
"6",6,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"7",7,0.955882352941177,"RSA_WCN_SS_Mean_Score"
"8",8,0.927893738140417,"RSA_WCN_SS_Mean_Score"
"9",9,0.958095238095238,"RSA_WCN_SS_Mean_Score"
"10",10,0.944971537001898,"RSA_WCN_SS_Mean_Score"
