"","num_dataset","AUC","Model_Type"
"1",1,0.937254901960784,"RSA_WCN_SS_Mean_Score"
"2",2,0.95,"RSA_WCN_SS_Mean_Score"
"3",3,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"4",4,0.928842504743833,"RSA_WCN_SS_Mean_Score"
"5",5,0.938248847926267,"RSA_WCN_SS_Mean_Score"
"6",6,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"7",7,0.947058823529412,"RSA_WCN_SS_Mean_Score"
"8",8,0.938095238095238,"RSA_WCN_SS_Mean_Score"
"9",9,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"10",10,0.951612903225806,"RSA_WCN_SS_Mean_Score"
