"","num_dataset","AUC","Model_Type"
"1",1,0.934313725490196,"RSA_WCN_SS_Mean_Score"
"2",2,0.956190476190476,"RSA_WCN_SS_Mean_Score"
"3",3,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"4",4,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"5",5,0.926944971537002,"RSA_WCN_SS_Mean_Score"
"6",6,0.965686274509804,"RSA_WCN_SS_Mean_Score"
"7",7,0.934562211981567,"RSA_WCN_SS_Mean_Score"
"8",8,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"9",9,0.958823529411765,"RSA_WCN_SS_Mean_Score"
"10",10,0.929791271347249,"RSA_WCN_SS_Mean_Score"
