"","num_dataset","AUC","Model_Type"
"1",1,0.942857142857143,"RSA_WCN_SS_Mean_Score"
"2",2,0.952073732718894,"RSA_WCN_SS_Mean_Score"
"3",3,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"4",4,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"5",5,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"6",6,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"7",7,0.929791271347249,"RSA_WCN_SS_Mean_Score"
"8",8,0.952941176470588,"RSA_WCN_SS_Mean_Score"
"9",9,0.931372549019608,"RSA_WCN_SS_Mean_Score"
"10",10,0.953921568627451,"RSA_WCN_SS_Mean_Score"
