"","num_dataset","AUC","Model_Type"
"1",1,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"2",2,0.94952380952381,"RSA_WCN_SS_Mean_Score"
"3",3,0.95,"RSA_WCN_SS_Mean_Score"
"4",4,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"5",5,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"6",6,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"7",7,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"8",8,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"9",9,0.931797235023041,"RSA_WCN_SS_Mean_Score"
"10",10,0.929791271347249,"RSA_WCN_SS_Mean_Score"
