"","num_dataset","AUC","Model_Type"
"1",1,0.921904761904762,"RSA_WCN_SS_Mean_Score"
"2",2,0.931372549019608,"RSA_WCN_SS_Mean_Score"
"3",3,0.936405529953917,"RSA_WCN_SS_Mean_Score"
"4",4,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"5",5,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"6",6,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"7",7,0.961764705882353,"RSA_WCN_SS_Mean_Score"
"8",8,0.947817836812144,"RSA_WCN_SS_Mean_Score"
"9",9,0.963725490196078,"RSA_WCN_SS_Mean_Score"
"10",10,0.944022770398482,"RSA_WCN_SS_Mean_Score"
