"","num_dataset","AUC","Model_Type"
"1",1,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"2",2,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"3",3,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"4",4,0.947058823529412,"RSA_WCN_SS_Mean_Score"
"5",5,0.943137254901961,"RSA_WCN_SS_Mean_Score"
"6",6,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"7",7,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"8",8,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"9",9,0.937142857142857,"RSA_WCN_SS_Mean_Score"
"10",10,0.962857142857143,"RSA_WCN_SS_Mean_Score"
