"","num_dataset","AUC","Model_Type"
"1",1,0.874509803921569,"RSA_Mean_Score"
"2",2,0.896078431372549,"RSA_Mean_Score"
"3",3,0.885199240986717,"RSA_Mean_Score"
"4",4,0.869124423963134,"RSA_Mean_Score"
"5",5,0.909803921568627,"RSA_Mean_Score"
"6",6,0.866223908918406,"RSA_Mean_Score"
"7",7,0.871916508538899,"RSA_Mean_Score"
"8",8,0.857142857142857,"RSA_Mean_Score"
"9",9,0.863725490196078,"RSA_Mean_Score"
"10",10,0.875711574952562,"RSA_Mean_Score"
