"","num_dataset","AUC","Model_Type"
"1",1,0.888235294117647,"RSA_SS_Mean_Score"
"2",2,0.873814041745731,"RSA_SS_Mean_Score"
"3",3,0.889943074003795,"RSA_SS_Mean_Score"
"4",4,0.878341013824885,"RSA_SS_Mean_Score"
"5",5,0.933333333333333,"RSA_SS_Mean_Score"
"6",6,0.907020872865275,"RSA_SS_Mean_Score"
"7",7,0.889523809523809,"RSA_SS_Mean_Score"
"8",8,0.899430740037951,"RSA_SS_Mean_Score"
"9",9,0.911764705882353,"RSA_SS_Mean_Score"
"10",10,0.873529411764706,"RSA_SS_Mean_Score"
