"","num_dataset","AUC","Model_Type"
"1",1,0.92314990512334,"RSA_WCN_SS_Mean_Score"
"2",2,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"3",3,0.956190476190476,"RSA_WCN_SS_Mean_Score"
"4",4,0.950230414746544,"RSA_WCN_SS_Mean_Score"
"5",5,0.933333333333333,"RSA_WCN_SS_Mean_Score"
"6",6,0.954901960784314,"RSA_WCN_SS_Mean_Score"
"7",7,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"8",8,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"9",9,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"10",10,0.952561669829222,"RSA_WCN_SS_Mean_Score"
