"","num_dataset","AUC","Model_Type"
"1",1,0.848039215686274,"SS_Mean_Score"
"2",2,0.875711574952562,"SS_Mean_Score"
"3",3,0.85,"SS_Mean_Score"
"4",4,0.838709677419355,"SS_Mean_Score"
"5",5,0.851043643263757,"SS_Mean_Score"
"6",6,0.850980392156863,"SS_Mean_Score"
"7",7,0.877142857142857,"SS_Mean_Score"
"8",8,0.845351043643264,"SS_Mean_Score"
"9",9,0.83778801843318,"SS_Mean_Score"
"10",10,0.847248576850095,"SS_Mean_Score"
