"","num_dataset","AUC","Model_Type"
"1",1,0.950664136622391,"RSA_WCN_SS_Mean_Score"
"2",2,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"3",3,0.939047619047619,"RSA_WCN_SS_Mean_Score"
"4",4,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"5",5,0.929791271347249,"RSA_WCN_SS_Mean_Score"
"6",6,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"7",7,0.965686274509804,"RSA_WCN_SS_Mean_Score"
"8",8,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"9",9,0.959047619047619,"RSA_WCN_SS_Mean_Score"
"10",10,0.93168880455408,"RSA_WCN_SS_Mean_Score"
