"","num_dataset","AUC","Model_Type"
"1",1,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"2",2,0.932380952380952,"RSA_WCN_SS_Mean_Score"
"3",3,0.929791271347249,"RSA_WCN_SS_Mean_Score"
"4",4,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"5",5,0.949019607843137,"RSA_WCN_SS_Mean_Score"
"6",6,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"7",7,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"8",8,0.962998102466793,"RSA_WCN_SS_Mean_Score"
"9",9,0.946078431372549,"RSA_WCN_SS_Mean_Score"
"10",10,0.941013824884793,"RSA_WCN_SS_Mean_Score"
