"","num_dataset","AUC","Model_Type"
"1",1,0.82156862745098,"SS"
"2",2,0.873814041745731,"SS"
"3",3,0.823529411764706,"SS"
"4",4,0.764705882352941,"SS"
"5",5,0.742857142857143,"SS"
"6",6,0.735294117647059,"SS"
"7",7,0.764705882352941,"SS"
"8",8,0.764705882352941,"SS"
"9",9,0.881404174573055,"SS"
"10",10,0.853456221198157,"SS"
