"","num_dataset","AUC","Model_Type"
"1",1,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"2",2,0.938095238095238,"RSA_WCN_SS_Mean_Score"
"3",3,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"4",4,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"5",5,0.953510436432638,"RSA_WCN_SS_Mean_Score"
"6",6,0.93921568627451,"RSA_WCN_SS_Mean_Score"
"7",7,0.95,"RSA_WCN_SS_Mean_Score"
"8",8,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"9",9,0.929953917050691,"RSA_WCN_SS_Mean_Score"
"10",10,0.953921568627451,"RSA_WCN_SS_Mean_Score"
