"","num_dataset","AUC","Model_Type"
"1",1,0.949019607843137,"RSA_WCN_SS_Mean_Score"
"2",2,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"3",3,0.944117647058824,"RSA_WCN_SS_Mean_Score"
"4",4,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"5",5,0.933333333333333,"RSA_WCN_SS_Mean_Score"
"6",6,0.940196078431373,"RSA_WCN_SS_Mean_Score"
"7",7,0.950664136622391,"RSA_WCN_SS_Mean_Score"
"8",8,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"9",9,0.954838709677419,"RSA_WCN_SS_Mean_Score"
"10",10,0.925047438330171,"RSA_WCN_SS_Mean_Score"
