"","num_dataset","AUC","Model_Type"
"1",1,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"2",2,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"3",3,0.955882352941177,"RSA_WCN_SS_Mean_Score"
"4",4,0.945622119815668,"RSA_WCN_SS_Mean_Score"
"5",5,0.951152073732719,"RSA_WCN_SS_Mean_Score"
"6",6,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"7",7,0.943137254901961,"RSA_WCN_SS_Mean_Score"
"8",8,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"9",9,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"10",10,0.944971537001898,"RSA_WCN_SS_Mean_Score"
