"","num_dataset","AUC","Model_Type"
"1",1,0.92843137254902,"RSA_WCN_SS_Mean_Score"
"2",2,0.92952380952381,"RSA_WCN_SS_Mean_Score"
"3",3,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"4",4,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"5",5,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"6",6,0.946078431372549,"RSA_WCN_SS_Mean_Score"
"7",7,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"8",8,0.946869070208729,"RSA_WCN_SS_Mean_Score"
"9",9,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"10",10,0.959047619047619,"RSA_WCN_SS_Mean_Score"
