"","num_dataset","AUC","Model_Type"
"1",1,0.813092979127135,"WCN"
"2",2,0.838709677419355,"WCN"
"3",3,0.77988614800759,"WCN"
"4",4,0.809803921568627,"WCN"
"5",5,0.794117647058823,"WCN"
"6",6,0.838095238095238,"WCN"
"7",7,0.808349146110057,"WCN"
"8",8,0.825490196078431,"WCN"
"9",9,0.823529411764706,"WCN"
"10",10,0.819734345351044,"WCN"
