"","num_dataset","AUC","Model_Type"
"1",1,0.956356736242884,"RSA_WCN_SS_Mean_Score"
"2",2,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"3",3,0.958823529411765,"RSA_WCN_SS_Mean_Score"
"4",4,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"5",5,0.929791271347249,"RSA_WCN_SS_Mean_Score"
"6",6,0.937254901960784,"RSA_WCN_SS_Mean_Score"
"7",7,0.945098039215686,"RSA_WCN_SS_Mean_Score"
"8",8,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"9",9,0.929032258064516,"RSA_WCN_SS_Mean_Score"
"10",10,0.932380952380952,"RSA_WCN_SS_Mean_Score"
