"","num_dataset","AUC","Model_Type"
"1",1,0.933586337760911,"RSA_WCN_Mean_Score"
"2",2,0.949308755760369,"RSA_WCN_Mean_Score"
"3",3,0.936432637571157,"RSA_WCN_Mean_Score"
"4",4,0.950980392156863,"RSA_WCN_Mean_Score"
"5",5,0.948039215686274,"RSA_WCN_Mean_Score"
"6",6,0.944761904761905,"RSA_WCN_Mean_Score"
"7",7,0.9573055028463,"RSA_WCN_Mean_Score"
"8",8,0.947817836812144,"RSA_WCN_Mean_Score"
"9",9,0.936432637571157,"RSA_WCN_Mean_Score"
"10",10,0.940196078431373,"RSA_WCN_Mean_Score"
