"","num_dataset","AUC","Model_Type"
"1",1,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"2",2,0.93921568627451,"RSA_WCN_SS_Mean_Score"
"3",3,0.956862745098039,"RSA_WCN_SS_Mean_Score"
"4",4,0.950664136622391,"RSA_WCN_SS_Mean_Score"
"5",5,0.940092165898618,"RSA_WCN_SS_Mean_Score"
"6",6,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"7",7,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"8",8,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"9",9,0.937381404174573,"RSA_WCN_SS_Mean_Score"
"10",10,0.947619047619048,"RSA_WCN_SS_Mean_Score"
