"","num_dataset","AUC","Model_Type"
"1",1,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"2",2,0.937142857142857,"RSA_WCN_SS_Mean_Score"
"3",3,0.943137254901961,"RSA_WCN_SS_Mean_Score"
"4",4,0.934535104364326,"RSA_WCN_SS_Mean_Score"
"5",5,0.934313725490196,"RSA_WCN_SS_Mean_Score"
"6",6,0.932380952380952,"RSA_WCN_SS_Mean_Score"
"7",7,0.969639468690702,"RSA_WCN_SS_Mean_Score"
"8",8,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"9",9,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"10",10,0.935483870967742,"RSA_WCN_SS_Mean_Score"
