"","num_dataset","AUC","Model_Type"
"1",1,0.764705882352941,"SS"
"2",2,0.850980392156863,"SS"
"3",3,0.764705882352941,"SS"
"4",4,0.764705882352941,"SS"
"5",5,0.771428571428571,"SS"
"6",6,0.878557874762808,"SS"
"7",7,0.827649769585253,"SS"
"8",8,0.885199240986717,"SS"
"9",9,0.735294117647059,"SS"
"10",10,0.859582542694497,"SS"
