"","num_dataset","AUC","Model_Type"
"1",1,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"2",2,0.93921568627451,"RSA_WCN_SS_Mean_Score"
"3",3,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"4",4,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"5",5,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"6",6,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"7",7,0.948387096774194,"RSA_WCN_SS_Mean_Score"
"8",8,0.941013824884793,"RSA_WCN_SS_Mean_Score"
"9",9,0.925996204933586,"RSA_WCN_SS_Mean_Score"
"10",10,0.969639468690702,"RSA_WCN_SS_Mean_Score"
