"","num_dataset","AUC","Model_Type"
"1",1,0.940196078431373,"RSA_WCN_SS_Mean_Score"
"2",2,0.933333333333333,"RSA_WCN_SS_Mean_Score"
"3",3,0.935483870967742,"RSA_WCN_SS_Mean_Score"
"4",4,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"5",5,0.972549019607843,"RSA_WCN_SS_Mean_Score"
"6",6,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"7",7,0.943809523809524,"RSA_WCN_SS_Mean_Score"
"8",8,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"9",9,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"10",10,0.939278937381404,"RSA_WCN_SS_Mean_Score"
