"","num_dataset","AUC","Model_Type"
"1",1,0.908823529411765,"WCN_SS_Mean_Score"
"2",2,0.899430740037951,"WCN_SS_Mean_Score"
"3",3,0.907834101382488,"WCN_SS_Mean_Score"
"4",4,0.889943074003795,"WCN_SS_Mean_Score"
"5",5,0.898039215686275,"WCN_SS_Mean_Score"
"6",6,0.922549019607843,"WCN_SS_Mean_Score"
"7",7,0.902277039848197,"WCN_SS_Mean_Score"
"8",8,0.894285714285714,"WCN_SS_Mean_Score"
"9",9,0.920303605313093,"WCN_SS_Mean_Score"
"10",10,0.922201138519924,"WCN_SS_Mean_Score"
