"","num_dataset","AUC","Model_Type"
"1",1,0.954459203036053,"RSA_WCN_SS_Mean_Score"
"2",2,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"3",3,0.943778801843318,"RSA_WCN_SS_Mean_Score"
"4",4,0.950664136622391,"RSA_WCN_SS_Mean_Score"
"5",5,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"6",6,0.957142857142857,"RSA_WCN_SS_Mean_Score"
"7",7,0.934535104364326,"RSA_WCN_SS_Mean_Score"
"8",8,0.930392156862745,"RSA_WCN_SS_Mean_Score"
"9",9,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"10",10,0.941176470588235,"RSA_WCN_SS_Mean_Score"
