"","num_dataset","AUC","Model_Type"
"1",1,0.922201138519924,"RSA_WCN_SS"
"2",2,0.921252371916509,"RSA_WCN_SS"
"3",3,0.908571428571429,"RSA_WCN_SS"
"4",4,0.924098671726755,"RSA_WCN_SS"
"5",5,0.930392156862745,"RSA_WCN_SS"
"6",6,0.938235294117647,"RSA_WCN_SS"
"7",7,0.915559772296015,"RSA_WCN_SS"
"8",8,0.915559772296015,"RSA_WCN_SS"
"9",9,0.91078431372549,"RSA_WCN_SS"
"10",10,0.92258064516129,"RSA_WCN_SS"
