"","num_dataset","AUC","Model_Type"
"1",1,0.947619047619048,"RSA_WCN_SS_Mean_Score"
"2",2,0.96036866359447,"RSA_WCN_SS_Mean_Score"
"3",3,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"4",4,0.952561669829222,"RSA_WCN_SS_Mean_Score"
"5",5,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"6",6,0.945098039215686,"RSA_WCN_SS_Mean_Score"
"7",7,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"8",8,0.942125237191651,"RSA_WCN_SS_Mean_Score"
"9",9,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"10",10,0.937381404174573,"RSA_WCN_SS_Mean_Score"
