"","num_dataset","AUC","Model_Type"
"1",1,0.978095238095238,"RSA_WCN_SS_Mean_Score"
"2",2,0.946869070208729,"RSA_WCN_SS_Mean_Score"
"3",3,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"4",4,0.933333333333333,"RSA_WCN_SS_Mean_Score"
"5",5,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"6",6,0.92843137254902,"RSA_WCN_SS_Mean_Score"
"7",7,0.925047438330171,"RSA_WCN_SS_Mean_Score"
"8",8,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"9",9,0.95,"RSA_WCN_SS_Mean_Score"
"10",10,0.94022770398482,"RSA_WCN_SS_Mean_Score"
