"","num_dataset","AUC","Model_Type"
"1",1,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"2",2,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"3",3,0.937254901960784,"RSA_WCN_SS_Mean_Score"
"4",4,0.963725490196078,"RSA_WCN_SS_Mean_Score"
"5",5,0.94022770398482,"RSA_WCN_SS_Mean_Score"
"6",6,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"7",7,0.943809523809524,"RSA_WCN_SS_Mean_Score"
"8",8,0.940092165898618,"RSA_WCN_SS_Mean_Score"
"9",9,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"10",10,0.955407969639469,"RSA_WCN_SS_Mean_Score"
